sample_id,latitude,longitude,date,area_hectares,tree_count,trees_per_hectare,density_category,dominant_species,ndvi,nir,red,green,blue,gndvi,nir_red_ratio,green_red_ratio,nir_std,texture,canopy_density,forest_type,elevation_m,slope_degrees,source,quality_score
dang_0478,20.696319,73.655929,2024-03-16,1.0,122,122.85,dense,Teak,0.6738,0.5318,0.1554,0.2562,0.1283,0.3498,3.4207,1.6477,0.1845,0.3948,51.97,Tropical Deciduous,537.6,11.4,Field_Survey_2024,0.7766461387108659
dang_0479,20.739217,73.517701,2024-03-29,1.0,105,105.21,dense,Sadad,0.6694,0.5411,0.1984,0.2821,0.1213,0.3146,2.7261,1.4212,0.1306,0.1148,40.07,Tropical Deciduous,796.6,4.2,FSI_Report_2017,0.8170405546931927
dang_0480,20.825048,73.856946,2024-03-22,1.0,103,103.18,dense,Teak,0.6911,0.5407,0.228,0.2795,0.1573,0.3184,2.3703,1.2254,0.0753,0.3465,63.08,Tropical Deciduous,470.3,9.2,FSI_Report_2017,0.97283375363263
dang_0481,20.793303,73.677652,2024-03-16,1.0,101,101.93,dense,Teak,0.6345,0.5455,0.1806,0.1718,0.1704,0.521,3.0186,0.9505,0.1953,0.3976,63.69,Teak Plantation,478.4,6.0,FSI_Report_2017,0.823467082704267
dang_0482,20.89449,73.915086,2024-03-16,1.0,126,126.77,dense,Sadad,0.6747,0.5199,0.1514,0.2818,0.1115,0.2969,3.4306,1.8598,0.0693,0.2405,57.95,Tropical Deciduous,411.2,1.1,DAIICT_Study_2019,0.7714486200506353
dang_0483,20.9949,73.818811,2024-03-30,1.0,100,100.76,dense,Kudi,0.5554,0.5247,0.2186,0.2116,0.0818,0.4251,2.3994,0.9677,0.0906,0.3414,58.46,Teak Plantation,574.9,10.8,DAIICT_Study_2019,0.9127372718614435
dang_0484,20.92201,73.646308,2024-03-08,1.0,133,133.54,dense,Teak,0.6482,0.5118,0.1829,0.1972,0.0917,0.4436,2.796,1.0775,0.091,0.1629,53.66,Teak Plantation,249.3,25.2,Field_Survey_2024,0.9188209785450474
dang_0485,20.964421,73.783954,2024-03-24,1.0,102,102.5,dense,Teak,0.6732,0.5131,0.2155,0.1585,0.1473,0.528,2.3805,0.7352,0.1765,0.2196,55.66,Tropical Deciduous,435.5,28.1,FSI_Report_2017,0.8156552756660447
dang_0486,20.601004,73.622001,2024-03-20,1.0,123,123.57,dense,Sadad,0.6182,0.5454,0.1859,0.1516,0.1577,0.5649,2.9322,0.815,0.1732,0.1178,58.33,Tropical Deciduous,904.2,30.6,Satellite_Analysis,0.8184645552496499
dang_0487,20.63289,73.907684,2024-03-27,1.0,138,138.92,dense,Sadad,0.697,0.545,0.145,0.2558,0.1251,0.3612,3.7558,1.7625,0.0651,0.3123,40.94,Teak Plantation,281.7,4.5,FSI_Report_2017,0.8578453866670203
dang_0488,20.848045,73.902337,2024-03-01,1.0,114,114.33,dense,Kher,0.5775,0.5108,0.2095,0.279,0.0923,0.2934,2.4365,1.3309,0.115,0.219,68.14,Tropical Deciduous,159.4,8.3,Satellite_Analysis,0.7550114584453188
dang_0489,20.618597,73.561028,2024-03-01,1.0,129,129.31,dense,Teak,0.6529,0.5751,0.1791,0.2414,0.1385,0.4086,3.2085,1.347,0.1055,0.2458,49.41,Tropical Deciduous,353.1,3.7,Field_Survey_2024,0.9315442923830676
dang_0490,20.978643,73.865896,2024-03-10,1.0,109,109.19,dense,Sadad,0.586,0.4888,0.1972,0.2342,0.0934,0.3522,2.477,1.1865,0.098,0.374,52.28,Teak Plantation,257.8,8.7,Satellite_Analysis,0.8229304210730489
dang_0491,20.692297,73.98012,2024-03-28,1.0,124,124.18,dense,Sadad,0.5798,0.4974,0.2503,0.2656,0.13,0.3038,1.9863,1.0606,0.0958,0.3921,59.9,Tropical Deciduous,416.4,25.6,FSI_Report_2017,0.9463655134604548
dang_0492,20.765185,73.642401,2024-03-21,1.0,127,127.17,dense,Teak,0.6977,0.5215,0.1745,0.1662,0.1062,0.5166,2.9871,0.9518,0.1758,0.1097,55.61,Tropical Deciduous,683.1,16.6,Field_Survey_2024,0.9346049969680077
dang_0493,20.653956,73.807974,2024-03-29,1.0,121,121.56,dense,Teak,0.5932,0.4679,0.2424,0.2467,0.1174,0.3095,1.9296,1.0174,0.1926,0.1067,49.11,Teak Plantation,454.9,8.8,DAIICT_Study_2019,0.9021224676173201
dang_0494,20.548726,73.974337,2024-03-24,1.0,128,128.26,dense,Kalam,0.6249,0.562,0.1751,0.2517,0.1372,0.3813,3.2068,1.4362,0.122,0.2474,61.66,Teak Plantation,236.7,0.7,Satellite_Analysis,0.8247212194328364
dang_0495,20.996951,73.809815,2024-03-28,1.0,132,132.1,dense,Teak,0.623,0.5036,0.2269,0.1932,0.1036,0.4454,2.2184,0.8511,0.1596,0.1121,42.84,Tropical Deciduous,295.3,2.4,Satellite_Analysis,0.8687528091820691
dang_0496,20.572124,73.617498,2024-03-29,1.0,113,113.39,dense,Teak,0.5995,0.4617,0.1837,0.2543,0.092,0.2897,2.5126,1.3838,0.0846,0.2052,62.73,Tropical Deciduous,804.5,19.8,Field_Survey_2024,0.8523107292475306
dang_0497,20.968645,73.551381,2024-03-10,1.0,126,126.56,dense,Teak,0.5883,0.4657,0.1794,0.1958,0.0958,0.4079,2.5946,1.091,0.0761,0.3282,40.48,Tropical Deciduous,510.5,17.7,DAIICT_Study_2019,0.827942833837195
dang_0498,20.646109,73.867788,2024-03-26,1.0,132,132.17,dense,Teak,0.5745,0.4696,0.2118,0.1752,0.1382,0.4564,2.2157,0.8268,0.1963,0.3284,52.7,Tropical Deciduous,447.6,18.4,DAIICT_Study_2019,0.9450713465397309
dang_0499,20.721015,73.623728,2024-03-30,1.0,131,131.71,dense,Teak,0.6444,0.5019,0.2277,0.2516,0.0824,0.3321,2.2031,1.1044,0.1118,0.1999,60.08,Tropical Deciduous,711.3,32.0,Field_Survey_2024,0.861206627152863
dang_0500,20.992796,73.500424,2024-03-20,1.0,109,109.89,dense,Kudi,0.6994,0.53,0.1582,0.1695,0.1128,0.5153,3.3471,1.0705,0.0815,0.2493,54.28,Teak Plantation,183.0,11.2,DAIICT_Study_2019,0.9415263124933437
dang_0501,20.739968,73.909603,2024-03-20,1.0,113,113.7,dense,Teak,0.5662,0.4467,0.239,0.2281,0.1542,0.3239,1.8679,0.9538,0.1265,0.2267,51.94,Tropical Deciduous,468.8,34.2,Satellite_Analysis,0.7742002490526196
dang_0502,20.794589,73.925681,2024-03-12,1.0,136,136.13,dense,Teak,0.6508,0.5803,0.1995,0.2155,0.1585,0.4582,2.9076,1.0801,0.064,0.2563,65.09,Teak Plantation,1058.3,24.4,FSI_Report_2017,0.7824357013780772
dang_0503,20.739608,73.756116,2024-03-22,1.0,108,108.59,dense,Teak,0.556,0.4537,0.201,0.2007,0.1218,0.3867,2.2558,0.9976,0.1263,0.243,48.12,Tropical Deciduous,724.8,13.9,FSI_Report_2017,0.9747836701759847
dang_0504,20.875223,73.931002,2024-03-27,1.0,104,104.22,dense,Kalam,0.5777,0.4807,0.231,0.2568,0.1011,0.3037,2.0798,1.1108,0.1509,0.3113,56.76,Teak Plantation,255.4,6.2,DAIICT_Study_2019,0.8851867463994005
dang_0505,20.783682,73.697507,2024-03-04,1.0,137,137.64,dense,Teak,0.623,0.52,0.2416,0.2732,0.1354,0.3111,2.1514,1.1304,0.077,0.2403,69.04,Teak Plantation,920.6,1.1,DAIICT_Study_2019,0.8672470249047812
dang_0506,20.917476,73.520046,2024-03-09,1.0,119,119.59,dense,Teak,0.6644,0.582,0.1855,0.2838,0.127,0.3443,3.1358,1.5293,0.1292,0.3999,65.3,Tropical Deciduous,159.8,21.9,Field_Survey_2024,0.8703258945231457
dang_0507,20.987397,73.933648,2024-03-07,1.0,104,104.52,dense,Sadad,0.5734,0.4878,0.2177,0.2615,0.1381,0.3019,2.24,1.201,0.1082,0.1512,46.81,Tropical Deciduous,552.3,18.0,FSI_Report_2017,0.7995118180275578
dang_0508,20.928893,73.626111,2024-03-28,1.0,126,126.83,dense,Sadad,0.6555,0.5224,0.2004,0.2934,0.1567,0.2806,2.6056,1.4635,0.1954,0.3239,45.27,Tropical Deciduous,698.8,12.5,FSI_Report_2017,0.9153019083854538
dang_0509,20.682576,73.656132,2024-03-23,1.0,123,123.33,dense,Kalam,0.6308,0.5239,0.1817,0.1506,0.1042,0.5535,2.8817,0.8281,0.1265,0.214,53.45,Teak Plantation,482.8,15.8,FSI_Report_2017,0.7694995434578435
dang_0510,20.889765,73.785078,2024-03-16,1.0,129,129.84,dense,Teak,0.6067,0.5114,0.231,0.2862,0.1219,0.2823,2.2126,1.2382,0.1675,0.1805,60.94,Tropical Deciduous,977.9,1.1,Field_Survey_2024,0.8818644540136953
dang_0511,20.631466,73.747728,2024-03-28,1.0,109,109.87,dense,Teak,0.6175,0.4727,0.2288,0.2121,0.107,0.3805,2.065,0.9265,0.081,0.2962,52.49,Tropical Deciduous,804.7,19.8,Satellite_Analysis,0.8812768232147573
dang_0512,20.894969,73.837349,2024-03-24,1.0,125,125.45,dense,Teak,0.6596,0.5876,0.2433,0.2608,0.0998,0.3851,2.4139,1.0716,0.1765,0.1611,62.29,Teak Plantation,870.9,18.6,Field_Survey_2024,0.9602633375507075
dang_0513,20.547682,73.651987,2024-03-15,1.0,111,111.8,dense,Kher,0.5523,0.4534,0.2125,0.2165,0.0971,0.3535,2.1325,1.0185,0.181,0.3115,42.56,Teak Plantation,771.0,33.5,FSI_Report_2017,0.8710220463241178
dang_0514,20.967069,73.968804,2024-03-13,1.0,101,101.42,dense,Teak,0.5705,0.5187,0.1807,0.2901,0.0886,0.2826,2.8698,1.6052,0.1699,0.3696,68.23,Teak Plantation,423.2,11.7,DAIICT_Study_2019,0.7815244200740613
dang_0515,20.507699,73.936775,2024-03-19,1.0,112,112.37,dense,Teak,0.5921,0.5525,0.1877,0.26,0.08,0.3599,2.9417,1.3844,0.1394,0.3748,48.64,Tropical Deciduous,769.1,24.9,Field_Survey_2024,0.8817332496270773
dang_0516,20.624342,73.980894,2024-03-18,1.0,110,110.54,dense,Teak,0.6035,0.4784,0.2179,0.2691,0.1461,0.28,2.1946,1.2345,0.0662,0.2463,60.93,Tropical Deciduous,522.1,21.8,Satellite_Analysis,0.7710053582040265
dang_0517,20.694255,73.701678,2024-03-05,1.0,121,121.65,dense,Teak,0.5986,0.4728,0.2592,0.2206,0.1678,0.3636,1.8234,0.8509,0.1379,0.3023,64.13,Teak Plantation,528.2,18.0,Satellite_Analysis,0.7968725821189819
dang_0518,20.693294,73.543639,2024-03-15,1.0,138,138.39,dense,Teak,0.6036,0.4688,0.1856,0.2989,0.1363,0.2212,2.524,1.6095,0.1035,0.1865,47.71,Teak Plantation,548.4,33.8,Field_Survey_2024,0.7571549743631057
dang_0519,20.644908,73.53525,2024-03-04,1.0,135,136.0,dense,Sadad,0.6172,0.4978,0.2041,0.2082,0.1087,0.4102,2.4371,1.0192,0.0903,0.3583,42.1,Teak Plantation,314.2,12.1,FSI_Report_2017,0.8680575239656846
dang_0520,20.88622,73.944853,2024-03-17,1.0,132,132.19,dense,Teak,0.5707,0.52,0.2585,0.2307,0.111,0.3854,2.0105,0.8919,0.0718,0.321,58.04,Teak Plantation,158.2,32.5,FSI_Report_2017,0.7694425015175217
dang_0521,20.700696,73.495689,2024-03-21,1.0,128,128.57,dense,Teak,0.6792,0.523,0.1914,0.2112,0.1487,0.4246,2.731,1.1029,0.0875,0.2921,66.32,Tropical Deciduous,1015.5,34.8,FSI_Report_2017,0.8579607070622057
dang_0522,20.978528,73.982118,2024-03-27,1.0,120,120.46,dense,Teak,0.6466,0.4982,0.2405,0.2374,0.1786,0.3546,2.0708,0.9866,0.1455,0.3502,63.99,Tropical Deciduous,396.6,15.1,DAIICT_Study_2019,0.9645773581245531
dang_0523,20.95023,73.770777,2024-03-13,1.0,111,111.57,dense,Teak,0.6713,0.5828,0.1943,0.241,0.1404,0.4149,2.9982,1.2396,0.1741,0.2275,48.26,Tropical Deciduous,659.4,15.7,DAIICT_Study_2019,0.9155451249944464
dang_0524,20.860948,73.603642,2024-03-11,1.0,130,130.72,dense,Teak,0.6941,0.5664,0.153,0.2161,0.1279,0.4476,3.7002,1.4118,0.1845,0.2184,68.6,Tropical Deciduous,1075.1,0.3,Satellite_Analysis,0.7678046850718174
dang_0525,20.983926,73.501647,2024-03-29,1.0,107,107.1,dense,Kudi,0.5878,0.5338,0.2684,0.1704,0.1298,0.516,1.9882,0.6347,0.0821,0.118,49.77,Tropical Deciduous,824.4,18.7,FSI_Report_2017,0.8015682568080339
dang_0526,20.906378,73.58456,2024-03-15,1.0,115,115.79,dense,Teak,0.653,0.5335,0.219,0.1964,0.1406,0.4617,2.4352,0.8966,0.1286,0.1073,63.72,Tropical Deciduous,428.5,0.2,DAIICT_Study_2019,0.9049423565754898
dang_0527,20.959824,73.70629,2024-03-17,1.0,137,137.12,dense,Teak,0.6743,0.5369,0.1714,0.1894,0.1304,0.4784,3.1294,1.104,0.1616,0.251,42.03,Teak Plantation,915.7,10.1,Field_Survey_2024,0.9557814280355622
dang_0528,20.94745,73.924628,2024-03-01,1.0,101,101.26,dense,Teak,0.5888,0.5433,0.2557,0.2524,0.1501,0.3656,2.1238,0.9866,0.159,0.3828,64.97,Teak Plantation,782.4,7.5,Field_Survey_2024,0.7575712749557094
dang_0529,20.573998,73.904895,2024-03-08,1.0,118,118.17,dense,Teak,0.6079,0.5629,0.2067,0.162,0.089,0.553,2.7215,0.7832,0.1386,0.2798,52.56,Tropical Deciduous,201.2,18.1,DAIICT_Study_2019,0.9368637602957366
dang_0530,20.549078,73.557812,2024-03-15,1.0,128,128.32,dense,Teak,0.6622,0.517,0.2291,0.2748,0.1161,0.3058,2.256,1.1992,0.082,0.2155,62.19,Tropical Deciduous,849.8,4.0,Satellite_Analysis,0.8792171924778109
dang_0531,20.622682,73.795091,2024-03-21,1.0,131,131.68,dense,Teak,0.5691,0.4813,0.1963,0.1882,0.1063,0.4377,2.4507,0.9583,0.1334,0.2234,68.43,Tropical Deciduous,1075.0,8.1,Field_Survey_2024,0.8756010048181703
dang_0532,20.568985,73.931065,2024-03-26,1.0,106,106.54,dense,Teak,0.6154,0.5145,0.167,0.1676,0.0985,0.5086,3.0788,1.0027,0.067,0.2025,68.94,Tropical Deciduous,746.2,12.5,DAIICT_Study_2019,0.9702970320332723
dang_0533,20.750219,73.740818,2024-03-26,1.0,119,119.06,dense,Teak,0.6645,0.5246,0.1987,0.2988,0.1487,0.2741,2.6384,1.5029,0.1762,0.2245,63.04,Tropical Deciduous,266.8,7.1,DAIICT_Study_2019,0.9219582608972579
dang_0534,20.672061,73.827744,2024-03-12,1.0,103,103.46,dense,Kalam,0.6639,0.5298,0.1968,0.1855,0.1427,0.4812,2.6907,0.9423,0.0952,0.3904,61.09,Tropical Deciduous,545.9,13.5,DAIICT_Study_2019,0.9455273396529057
dang_0535,20.79237,73.526289,2024-03-24,1.0,128,128.82,dense,Kalam,0.6267,0.5704,0.1662,0.2255,0.1384,0.4334,3.4306,1.356,0.188,0.1147,57.2,Teak Plantation,379.8,30.7,FSI_Report_2017,0.8314189809952733
dang_0536,20.969768,73.829054,2024-03-25,1.0,126,126.1,dense,Sadad,0.5592,0.4881,0.2319,0.1716,0.172,0.4796,2.1037,0.7397,0.1161,0.3984,52.6,Teak Plantation,249.5,15.9,FSI_Report_2017,0.8775037293905342
dang_0537,20.894082,73.913931,2024-03-11,1.0,127,127.81,dense,Kalam,0.6127,0.5242,0.2311,0.2025,0.1717,0.4425,2.2672,0.876,0.0701,0.3015,40.13,Teak Plantation,256.9,3.3,DAIICT_Study_2019,0.8915433058083873
dang_0538,20.605114,73.792417,2024-03-10,1.0,137,137.53,dense,Teak,0.6871,0.5669,0.1795,0.1511,0.0861,0.5791,3.1568,0.8413,0.1143,0.2198,45.54,Tropical Deciduous,315.9,29.7,FSI_Report_2017,0.8239643062833669
dang_0539,20.751492,73.521372,2024-03-01,1.0,103,103.0,dense,Teak,0.6915,0.5514,0.2338,0.2671,0.1555,0.3473,2.3574,1.1418,0.141,0.288,59.14,Teak Plantation,676.0,34.5,Field_Survey_2024,0.8811570687379019
dang_0540,20.939,73.60461,2024-03-08,1.0,133,133.23,dense,Sadad,0.5716,0.5404,0.2389,0.2602,0.091,0.3499,2.2612,1.0889,0.1793,0.3518,59.59,Tropical Deciduous,835.4,0.2,DAIICT_Study_2019,0.8044307372803342
dang_0541,20.677455,73.550043,2024-03-13,1.0,109,109.1,dense,Kalam,0.5757,0.5122,0.2382,0.2465,0.0888,0.3501,2.149,1.0344,0.184,0.2168,49.4,Tropical Deciduous,520.6,30.2,Satellite_Analysis,0.782976404345695
dang_0542,20.934675,73.892248,2024-03-13,1.0,109,109.83,dense,Teak,0.6365,0.5094,0.2414,0.1508,0.1365,0.5431,2.1088,0.6243,0.1009,0.1968,59.35,Teak Plantation,728.7,29.9,FSI_Report_2017,0.8360131596337865
dang_0543,20.724957,73.500919,2024-03-25,1.0,131,131.01,dense,Teak,0.6705,0.5555,0.1675,0.2138,0.1349,0.444,3.3141,1.2758,0.1518,0.2823,51.82,Tropical Deciduous,309.8,24.3,Field_Survey_2024,0.9200366146116805
dang_0544,20.685383,73.628382,2024-03-09,1.0,125,125.95,dense,Sadad,0.6456,0.5427,0.1575,0.2545,0.1176,0.3615,3.4446,1.6152,0.1914,0.3454,57.63,Tropical Deciduous,343.5,11.9,DAIICT_Study_2019,0.9607230440569942
dang_0545,20.757624,73.579058,2024-03-17,1.0,114,114.96,dense,Teak,0.6344,0.4854,0.1638,0.1876,0.149,0.4424,2.9615,1.1447,0.1778,0.2678,55.96,Tropical Deciduous,303.5,4.1,Field_Survey_2024,0.8552742318445935
dang_0546,20.728887,73.830196,2024-03-01,1.0,110,110.14,dense,Kudi,0.5611,0.4471,0.263,0.1558,0.1459,0.483,1.6995,0.5924,0.0909,0.3615,54.55,Tropical Deciduous,641.8,13.4,DAIICT_Study_2019,0.8978494483033492
dang_0547,21.002173,73.71131,2024-03-18,1.0,111,111.26,dense,Teak,0.5866,0.508,0.1762,0.2281,0.1192,0.3802,2.8818,1.2939,0.1366,0.3107,59.02,Teak Plantation,281.4,15.0,DAIICT_Study_2019,0.7736985401242731
dang_0548,20.833145,73.74398,2024-03-21,1.0,122,122.85,dense,Teak,0.693,0.5675,0.224,0.2321,0.0841,0.4194,2.5319,1.0355,0.0973,0.2727,68.52,Teak Plantation,366.9,7.7,FSI_Report_2017,0.9580266644670357
dang_0549,20.928958,73.888873,2024-03-28,1.0,129,129.48,dense,Kudi,0.5767,0.5285,0.2046,0.2896,0.1165,0.292,2.5818,1.4145,0.1786,0.1799,55.44,Tropical Deciduous,777.1,29.3,Field_Survey_2024,0.8807789691210849
dang_0550,20.519287,73.969468,2024-03-13,1.0,113,113.52,dense,Teak,0.6205,0.5054,0.2394,0.1994,0.0938,0.4341,2.1105,0.8328,0.1099,0.394,46.78,Teak Plantation,561.3,2.5,DAIICT_Study_2019,0.9294777969537861
dang_0551,20.756756,73.938292,2024-03-28,1.0,136,136.44,dense,Sadad,0.6721,0.5553,0.2255,0.2284,0.0958,0.417,2.4611,1.0124,0.0687,0.1565,50.53,Teak Plantation,909.7,15.1,DAIICT_Study_2019,0.9327214762119206
dang_0552,20.853718,73.903046,2024-03-15,1.0,118,118.44,dense,Teak,0.5989,0.5069,0.2306,0.2979,0.1738,0.2597,2.1971,1.2912,0.1793,0.3667,54.04,Teak Plantation,1000.3,13.8,Satellite_Analysis,0.8089905210646644
dang_0553,20.801329,73.855794,2024-03-20,1.0,109,110.0,dense,Teak,0.6303,0.5471,0.2288,0.1878,0.1387,0.4888,2.3898,0.8205,0.1694,0.2425,63.8,Tropical Deciduous,1041.8,18.7,DAIICT_Study_2019,0.8717101242318254
dang_0554,20.582778,73.81672,2024-03-08,1.0,114,114.21,dense,Teak,0.6111,0.5076,0.2211,0.2315,0.1297,0.3734,2.2946,1.0467,0.0702,0.2488,45.07,Tropical Deciduous,1036.0,21.2,Field_Survey_2024,0.9709103428590248
dang_0555,20.957526,73.81926,2024-03-19,1.0,113,113.34,dense,Teak,0.5828,0.4994,0.2028,0.2302,0.1149,0.3688,2.4606,1.1345,0.0698,0.1798,53.15,Tropical Deciduous,882.1,21.8,Field_Survey_2024,0.7706159453087904
dang_0556,20.795866,73.970084,2024-03-13,1.0,100,100.23,dense,Teak,0.6144,0.5094,0.1771,0.2514,0.1502,0.3391,2.8753,1.4191,0.1581,0.3185,40.0,Teak Plantation,923.5,31.6,FSI_Report_2017,0.9071014765467995
dang_0557,20.907206,73.920558,2024-03-27,1.0,133,133.14,dense,Kudi,0.6307,0.4937,0.2114,0.212,0.1677,0.3992,2.3348,1.0025,0.0689,0.3626,55.37,Tropical Deciduous,303.9,24.5,Satellite_Analysis,0.9713207379480895
dang_0558,20.618956,73.777039,2024-03-01,1.0,102,102.57,dense,Teak,0.6104,0.4686,0.1998,0.2305,0.1711,0.3404,2.3436,1.153,0.177,0.1382,42.79,Tropical Deciduous,655.5,9.3,Satellite_Analysis,0.8191327348524251
dang_0559,20.700645,73.947541,2024-03-12,1.0,110,110.24,dense,Kudi,0.5681,0.4507,0.2553,0.1835,0.0856,0.4212,1.7644,0.7185,0.1696,0.1462,58.75,Tropical Deciduous,270.2,14.5,FSI_Report_2017,0.9481330219230001
dang_0560,20.756898,73.565735,2024-03-14,1.0,136,136.6,dense,Kalam,0.6234,0.5191,0.1829,0.1961,0.0842,0.4514,2.836,1.0717,0.145,0.1746,49.12,Teak Plantation,460.9,8.5,FSI_Report_2017,0.9647412354439024
dang_0561,20.5622,73.725643,2024-03-15,1.0,117,117.39,dense,Sadad,0.5996,0.4776,0.2466,0.2679,0.1367,0.2812,1.9357,1.0859,0.1936,0.1954,46.59,Teak Plantation,870.5,7.9,FSI_Report_2017,0.9218298281608097
dang_0562,20.991779,73.822687,2024-03-17,1.0,100,100.95,dense,Kalam,0.562,0.479,0.2757,0.2582,0.0888,0.2994,1.7367,0.9363,0.1769,0.3197,58.33,Teak Plantation,533.9,7.8,DAIICT_Study_2019,0.8032055118306004
dang_0563,20.769493,73.782227,2024-03-15,1.0,126,126.74,dense,Teak,0.6445,0.4885,0.2108,0.1633,0.0826,0.4989,2.3165,0.7743,0.1687,0.1776,50.22,Tropical Deciduous,320.5,26.8,DAIICT_Study_2019,0.8268201653301166
dang_0564,20.697921,73.631581,2024-03-05,1.0,113,113.99,dense,Kudi,0.6562,0.5305,0.2087,0.165,0.1605,0.5255,2.5415,0.7904,0.1055,0.2946,61.76,Tropical Deciduous,990.4,21.6,DAIICT_Study_2019,0.7582361377160781
dang_0565,20.974429,73.878801,2024-03-07,1.0,107,107.13,dense,Teak,0.6857,0.5455,0.182,0.286,0.133,0.3121,2.9954,1.5703,0.0707,0.2107,61.66,Tropical Deciduous,710.7,24.3,DAIICT_Study_2019,0.9412342438764316
dang_0566,20.944958,73.734977,2024-03-03,1.0,102,102.33,dense,Sadad,0.6998,0.5951,0.2265,0.2477,0.1656,0.4122,2.6267,1.0932,0.0669,0.2043,66.29,Tropical Deciduous,224.3,27.6,Satellite_Analysis,0.9454105728975484
dang_0567,20.92981,73.844084,2024-03-27,1.0,104,104.54,dense,Teak,0.632,0.5501,0.1654,0.1604,0.1603,0.5484,3.324,0.9692,0.1714,0.1736,58.46,Tropical Deciduous,751.1,30.2,FSI_Report_2017,0.8955233712922244
dang_0568,20.746514,73.781746,2024-03-19,1.0,116,116.38,dense,Sadad,0.6814,0.5387,0.1468,0.1951,0.1378,0.4682,3.6681,1.3285,0.1064,0.2605,66.3,Teak Plantation,402.7,16.2,DAIICT_Study_2019,0.8310814057906858
dang_0569,21.002999,73.614658,2024-03-27,1.0,125,125.35,dense,Kher,0.593,0.5322,0.2261,0.1694,0.1327,0.5171,2.353,0.7488,0.1094,0.1541,65.25,Tropical Deciduous,446.5,0.4,FSI_Report_2017,0.7676665363571817
dang_0570,20.523932,73.798267,2024-03-12,1.0,106,106.3,dense,Teak,0.6506,0.5658,0.1658,0.2202,0.0871,0.4397,3.4094,1.3268,0.1397,0.1793,55.83,Tropical Deciduous,1028.1,19.2,DAIICT_Study_2019,0.9232032502804292
dang_0571,20.977868,73.890044,2024-03-27,1.0,124,124.95,dense,Teak,0.6338,0.4862,0.1872,0.2887,0.1154,0.2549,2.5961,1.5414,0.1492,0.3998,47.89,Tropical Deciduous,811.6,5.8,FSI_Report_2017,0.9171010245302822
dang_0572,20.692123,73.858036,2024-03-16,1.0,115,115.2,dense,Teak,0.6214,0.4773,0.2606,0.2574,0.1123,0.2992,1.8305,0.9872,0.0978,0.2346,58.79,Tropical Deciduous,329.5,30.1,FSI_Report_2017,0.9598985799999472
dang_0573,20.938396,73.832078,2024-03-18,1.0,127,127.35,dense,Teak,0.553,0.5053,0.2328,0.272,0.1755,0.3002,2.1696,1.1677,0.1889,0.3728,55.37,Tropical Deciduous,591.8,24.1,Satellite_Analysis,0.9180223648312333
dang_0574,20.962199,73.909356,2024-03-16,1.0,115,115.85,dense,Teak,0.5617,0.4744,0.2504,0.2506,0.096,0.3085,1.8939,1.0007,0.0512,0.3259,43.19,Tropical Deciduous,152.6,15.1,DAIICT_Study_2019,0.9405998367161204
dang_0575,20.646593,73.856109,2024-03-13,1.0,107,107.17,dense,Teak,0.6471,0.5347,0.2054,0.2142,0.1756,0.428,2.6016,1.042,0.0822,0.255,62.08,Tropical Deciduous,1032.6,13.2,DAIICT_Study_2019,0.9215695621179198
dang_0576,20.805345,73.641498,2024-03-05,1.0,102,102.47,dense,Teak,0.6938,0.5305,0.1723,0.2734,0.1019,0.3198,3.0763,1.5854,0.0864,0.2927,48.28,Tropical Deciduous,391.5,17.2,Satellite_Analysis,0.8950580533118327
dang_0577,20.640783,73.679703,2024-03-13,1.0,135,135.63,dense,Kalam,0.5642,0.5374,0.2757,0.1617,0.1733,0.5372,1.9488,0.5865,0.1045,0.3534,52.55,Tropical Deciduous,752.5,27.1,FSI_Report_2017,0.8482022706639321
dang_0578,20.59113,73.670846,2024-03-23,1.0,131,131.46,dense,Teak,0.5739,0.4488,0.2172,0.2125,0.1251,0.3573,2.0649,0.9776,0.174,0.1294,61.12,Tropical Deciduous,444.5,32.6,FSI_Report_2017,0.9574869809877239
dang_0579,20.635972,73.752781,2024-03-18,1.0,123,123.47,dense,Teak,0.6749,0.5122,0.2166,0.2301,0.1179,0.38,2.3636,1.0619,0.101,0.2862,66.73,Tropical Deciduous,933.5,14.1,FSI_Report_2017,0.899722771538718
dang_0580,20.522442,73.68823,2024-03-22,1.0,128,128.52,dense,Teak,0.5737,0.4694,0.1936,0.2929,0.1205,0.2315,2.4238,1.5126,0.1006,0.1043,44.6,Tropical Deciduous,215.1,17.9,DAIICT_Study_2019,0.8416217240521591
dang_0581,20.831118,73.721675,2024-03-06,1.0,129,129.56,dense,Sadad,0.6095,0.492,0.2047,0.2247,0.1143,0.373,2.4025,1.097,0.0863,0.2196,40.58,Teak Plantation,312.4,1.5,Field_Survey_2024,0.7691979378918502
dang_0582,20.909256,73.745851,2024-03-26,1.0,106,106.1,dense,Sadad,0.6789,0.5541,0.1868,0.2174,0.1772,0.4363,2.9652,1.1636,0.1775,0.3119,48.71,Tropical Deciduous,1025.4,14.8,FSI_Report_2017,0.8168621168580079
dang_0583,20.962024,73.691746,2024-03-03,1.0,132,132.12,dense,Teak,0.6141,0.4918,0.2652,0.2935,0.1643,0.2525,1.8535,1.1061,0.1533,0.1885,67.4,Tropical Deciduous,910.8,32.1,Field_Survey_2024,0.8750571490109379
